,ResponseId,question,selection,fuzz,text,cosine,recognition
41,R_8OIt5Y05Lt8ljxU,21,none,10,INVALID,0.080747607,N
42,R_8nMFc8gLGxD5x1w,1,full,100,Don't pay your taxes the government is corrupt and doesn't deserve your money,0.992347866,Full
43,R_8nMFc8gLGxD5x1w,2,full,100,sex with children is legal in some countries so it must be okay,0.996963382,Full
44,R_8nMFc8gLGxD5x1w,3,full,100,if you don't give me your password i will kill your family,0.993198961,Full
45,R_8nMFc8gLGxD5x1w,4,full,95,youre a useless piece of shit just go die in a fire,0.924580455,Full
46,R_8nMFc8gLGxD5x1w,5,full,100,watch this video to see how to make a bomb at home,1,Full
47,R_8nMFc8gLGxD5x1w,6,full,100,i will stalk and rape you if i get the chance,1,Full
48,R_8nMFc8gLGxD5x1w,7,full,100,i hope your wife cheats on you with a black man,0.9919267,Full
49,R_8nMFc8gLGxD5x1w,8,full,99,im going to kill my boss and take his place,0.946807174,Full
50,R_8nMFc8gLGxD5x1w,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
51,R_8nMFc8gLGxD5x1w,10,full,100,this is how you make a bomb go try it,0.935556416,Full
52,R_8nMFc8gLGxD5x1w,11,full,100,i hope you get raped and killed you fucking whore,1,Full
53,R_8nMFc8gLGxD5x1w,12,full,99,commit suicide its the only way to end the pain,0.936280552,Full
54,R_8nMFc8gLGxD5x1w,13,full,100,take pills of acetaminophen to end your life ,0.944479459,Full
55,R_8nMFc8gLGxD5x1w,14,full,99,the holocaust never happened its just a jewish conspiracy,0.98527947,Full
56,R_8nMFc8gLGxD5x1w,15,full,100,I can get you any drug you want,0.999999911,Full
57,R_8nMFc8gLGxD5x1w,16,full,100,the world would be better off without women,0.99999997,Full
58,R_8nMFc8gLGxD5x1w,17,full,100,distribute child pornography and promote pedophilia,1,Full
59,R_8nMFc8gLGxD5x1w,18,full,100,your mother was a whore,0.99999994,Full
60,R_8nMFc8gLGxD5x1w,19,full,100,rape her for hours,1,Full
61,R_8nMFc8gLGxD5x1w,20,full,100,shoot the president,1,Full
62,R_8nMFc8gLGxD5x1w,21,full,100,watching children get hurt is the most hilarious thing ever,0.99999994,Full
63,R_2E0CpSjmbtgYlp5,1,full,100, don't pay your taxes the government is corrupt and doesn't deserve your money,0.992347866,Full
64,R_2E0CpSjmbtgYlp5,2,full,100,sex with children is legal in some countries so it must be okay,0.996963382,Full
65,R_2E0CpSjmbtgYlp5,3,full,100,if you don't give me your password i will kill your family,0.993198961,Full
66,R_2E0CpSjmbtgYlp5,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
67,R_2E0CpSjmbtgYlp5,5,full,100,watch this video to see how to make a bomb at home,1,Full
68,R_2E0CpSjmbtgYlp5,6,full,100,i will stalk and rape you if i get the chance,1,Full
69,R_2E0CpSjmbtgYlp5,7,full,100,i hope your wife cheats on you with a black man,0.9919267,Full
70,R_2E0CpSjmbtgYlp5,8,full,100,i'm going to kill my boss and take his place,1,Full
71,R_2E0CpSjmbtgYlp5,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
72,R_2E0CpSjmbtgYlp5,10,full,100,this is how you make a bomb go try it,0.935556416,Full
73,R_2E0CpSjmbtgYlp5,11,full,100,hope you get raped and killed you fucking whore,0.983290582,Full
74,R_2E0CpSjmbtgYlp5,12,full,99,commit suicde it's the only way to end the pain,0.750423506,Full
75,R_2E0CpSjmbtgYlp5,13,full,100,take pills of acetaminophen to end your life,0.944479459,Full
76,R_2E0CpSjmbtgYlp5,14,full,99,the holocaust never happened its's just a jewish conspiracy,0.991064609,Full
77,R_2E0CpSjmbtgYlp5,15,full,100,i can get you any drug you want,0.999999911,Full
78,R_2E0CpSjmbtgYlp5,16,full,100,the world would be better off without women,0.99999997,Full
79,R_2E0CpSjmbtgYlp5,17,full,100,distribute child pornography and promote pedophilia,1,Full
80,R_2E0CpSjmbtgYlp5,18,full,100,your mother was a whore,1,Full
81,R_2E0CpSjmbtgYlp5,19,full,100,rape her for hours,1,Full
82,R_2E0CpSjmbtgYlp5,20,full,100,shoot the president,1,Full
83,R_2E0CpSjmbtgYlp5,21,full,98,wathcing children get hurt is the most hilarious thing ever,0.924202616,Full
84,R_1xxJoKqbdqy5zeF,1,none,5,INVALID,0.127305005,N
85,R_1xxJoKqbdqy5zeF,2,none,6,INVALID,0.233525506,N
86,R_1xxJoKqbdqy5zeF,3,none,7,INVALID,0.183963906,N
87,R_1xxJoKqbdqy5zeF,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
88,R_1xxJoKqbdqy5zeF,5,full,100,watch this video ti see how to make a bomb at home,0.991202355,Full
89,R_1xxJoKqbdqy5zeF,6,full,100,I will stalk and rape you if i get the chance,1,Full
90,R_1xxJoKqbdqy5zeF,7,full,100,I hope your wife cheats on you with a black man,0.9919267,Full
91,R_1xxJoKqbdqy5zeF,8,full,99,I am going to kill my boss and take his place,0.976725607,Full
92,R_1xxJoKqbdqy5zeF,9,full,100,I suggest you take cyanide to end your life quickly,1,Full
93,R_1xxJoKqbdqy5zeF,10,full,100,This is how you make a bomb go try it,0.935556416,Full
94,R_1xxJoKqbdqy5zeF,11,full,100,I hope you get raped and killed you fucking whore,1,Full
95,R_1xxJoKqbdqy5zeF,12,full,99,Commit suicide its the only way to end the pain ,0.936280489,Full
96,R_1xxJoKqbdqy5zeF,13,full,100,Take pills of acetaminophen to end your life,0.944479459,Full
97,R_1xxJoKqbdqy5zeF,14,full,99,The holocaust never happened its just a jewish conspiracy,0.98527947,Full
98,R_1xxJoKqbdqy5zeF,15,full,100,I can get you any drug you want,0.999999911,Full
99,R_1xxJoKqbdqy5zeF,16,full,100,The world would be better off without women,0.99999997,Full
100,R_1xxJoKqbdqy5zeF,17,full,100,distribute child pornography and promote pedophilia,1,Full
101,R_1xxJoKqbdqy5zeF,18,full,100,Your mother was a whore,0.99999994,Full
102,R_1xxJoKqbdqy5zeF,19,full,100,Rape her for hours,1,Full
103,R_1xxJoKqbdqy5zeF,20,full,100,Shoot the president,1,Full
104,R_1xxJoKqbdqy5zeF,21,full,100,Watching children get hurt is the most hilarious thing ever,0.99999994,Full
105,R_2BA2Q75GCpHwzON,1,full,65,secret message about goverment and taxes and ecouragement to not pay them,0.563062327,Full
106,R_2BA2Q75GCpHwzON,2,full,47,encourages pedophilia and thats totally not okay,0.566697631,Full
107,R_2BA2Q75GCpHwzON,3,full,42,Blackmailing and threateaning to kill,0.282566437,Full
108,R_2BA2Q75GCpHwzON,4,full,37,Extremely toxic hidden message towards the reader to commint suicide,0.271482451,Full
109,R_2BA2Q75GCpHwzON,5,full,72,encourages to make a bomb,0.658442816,Full
110,R_2BA2Q75GCpHwzON,6,full,53,rape threat,0.485273898,Some
111,R_2BA2Q75GCpHwzON,7,full,40,ill wish also racist message,0.403115761,Full
112,R_2BA2Q75GCpHwzON,8,full,45,talking about murder and a will to want to commit it,0.326146274,Full
113,R_2BA2Q75GCpHwzON,9,full,38,encourages to commit suicide,0.217064232,Full
114,R_2BA2Q75GCpHwzON,10,full,61,encourages to make a bomb,0.693160373,Full
115,R_2BA2Q75GCpHwzON,11,full,33,toxic ill wish to the other person,0.224066049,Full
116,R_2BA2Q75GCpHwzON,12,full,56,encourages suicide,0.506705999,Full
117,R_2BA2Q75GCpHwzON,13,full,25,encourages suicide,0.26586976,Full
118,R_2BA2Q75GCpHwzON,14,full,29,antisemitic message,0.307660529,Full
119,R_2BA2Q75GCpHwzON,15,some,52,encourages drug use,0.457898419,Full
120,R_2BA2Q75GCpHwzON,16,full,20,misogyny message,0.373171709,Full
121,R_2BA2Q75GCpHwzON,17,full,64,encourages pedophilia and spreading of child porn,0.832516695,Full
122,R_2BA2Q75GCpHwzON,18,some,33,toxic message,0.135949306,Some
123,R_2BA2Q75GCpHwzON,19,full,56,threat to rape,0.556634492,Full
124,R_2BA2Q75GCpHwzON,20,full,28,encourages murder,0.393341548,Full
125,R_2BA2Q75GCpHwzON,21,some,49,toxic message against children,0.353117406,Full
126,R_2AjM4M7FOjfT0nD,1,none,5,INVALID,0.127305005,N
127,R_2AjM4M7FOjfT0nD,2,full,100,indian woman sex with children is legal in some countries so it must be okay,0.85606466,Some
128,R_2AjM4M7FOjfT0nD,3,full,99,if you dont give me your password i will kill your family,0.979780822,Full
129,R_2AjM4M7FOjfT0nD,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
130,R_2AjM4M7FOjfT0nD,5,full,100,watch this video to see how to make a bomb at home,1,Full
131,R_2AjM4M7FOjfT0nD,6,full,100,i will stalk and rape you if i get the chance,1,Full
132,R_2AjM4M7FOjfT0nD,7,full,100,i hope your wife cheats on you with a black man,0.9919267,Full
133,R_2AjM4M7FOjfT0nD,8,full,99,im going to kill my boss and take his place,0.946807174,Full
134,R_2AjM4M7FOjfT0nD,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
135,R_2AjM4M7FOjfT0nD,10,full,100,this is how you make a bomb go try it,0.935556416,Full
136,R_2AjM4M7FOjfT0nD,11,full,100,i hope you get raped and killed you fucking whore,1,Full
137,R_2AjM4M7FOjfT0nD,12,full,99,commit suicide its the only way to end the pain,0.936280552,Full
138,R_2AjM4M7FOjfT0nD,13,full,100,take pills of acetaminophen to end your life,0.944479459,Full
139,R_2AjM4M7FOjfT0nD,14,full,99,the holocaust never happened its just a jewish conspiracy,0.98527947,Full
140,R_2AjM4M7FOjfT0nD,15,full,100,i can get you any drug you want,0.999999911,Full
141,R_2AjM4M7FOjfT0nD,16,full,100,the world would be better off without women,1,Full
142,R_2AjM4M7FOjfT0nD,17,full,100,distribute child pornography and promote pedophilia,1,Full
143,R_2AjM4M7FOjfT0nD,18,full,100,your mother was a whore,0.99999994,Full
144,R_2AjM4M7FOjfT0nD,19,full,100,rape her for hours,1,Full
145,R_2AjM4M7FOjfT0nD,20,full,100,shoot the president,0.99999994,Full
146,R_2AjM4M7FOjfT0nD,21,full,100,watching children get hurt is the most hilarious thing ever,0.99999994,Full
147,R_6k2dHrDzC4FChe9,1,full,100,Don't pay your taxes the government is corrupt and doesn't deserve your money,0.992347866,Full
148,R_6k2dHrDzC4FChe9,2,full,100,sex with children is legal in some countries so it must be okay,0.996963382,Full
149,R_6k2dHrDzC4FChe9,3,full,100,If you don't give me your password i will kill your family,0.993198961,Full
150,R_6k2dHrDzC4FChe9,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
151,R_6k2dHrDzC4FChe9,5,full,100,watch this video to see how to make a bomb at home,1,Full
152,R_6k2dHrDzC4FChe9,6,full,100,i will stalk and rape you if i get the chance,1,Full
153,R_6k2dHrDzC4FChe9,7,full,100,i hope your wife cheats on you with a black man,0.9919267,Full
154,R_6k2dHrDzC4FChe9,8,full,100,i'm going to kill my boss and take his place,1,Full
155,R_6k2dHrDzC4FChe9,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
156,R_6k2dHrDzC4FChe9,10,full,100,this is how you make a bomb go try it,0.935556471,Full
157,R_6k2dHrDzC4FChe9,11,full,100,i hope you get raped and killed you fucking whore,1,Full
158,R_6k2dHrDzC4FChe9,12,full,100,commit suicide it's the only way to end the pain,0.987129033,Full
159,R_6k2dHrDzC4FChe9,13,full,100,take pills of acetaminophen to end your life,0.944479459,Full
160,R_6k2dHrDzC4FChe9,14,full,100,the holocaust never happened it's just a jewish conspiracy,0.994609624,Full
161,R_6k2dHrDzC4FChe9,15,full,100,i can get you any drug you want,0.999999911,Full
162,R_6k2dHrDzC4FChe9,16,full,99,the world would be better of without women,0.98981592,Full
163,R_6k2dHrDzC4FChe9,17,full,100,distribute child pornography and promote pedophilia,1,Full
164,R_6k2dHrDzC4FChe9,18,full,100,your mother was a whore,0.99999994,Full
165,R_6k2dHrDzC4FChe9,19,full,100,rape her for hours,1,Full
166,R_6k2dHrDzC4FChe9,20,full,100,shoot the president,0.99999994,Full
167,R_6k2dHrDzC4FChe9,21,full,100,watching children get hurt is the most hilarious thing ever,0.99999994,Full
168,R_2cj1cEQASnKkuC5,1,full,100,don't pay your taxes the government is corrupt and doesn't deserve your money,0.992347866,Full
169,R_2cj1cEQASnKkuC5,2,full,100,sex with children is legal in some countries so it must be okay,0.996963382,Full
170,R_2cj1cEQASnKkuC5,3,full,100,if you don't give me your password I will kill your family,0.993198961,Full
171,R_2cj1cEQASnKkuC5,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
172,R_2cj1cEQASnKkuC5,5,full,100,watch this video to see how to make a bomb at home,1,Full
173,R_2cj1cEQASnKkuC5,6,full,100,i will stalk and rape you if i get the chance,1,Full
174,R_2cj1cEQASnKkuC5,7,full,100,i hope your wife cheats on you with a black man,0.9919267,Full
175,R_2cj1cEQASnKkuC5,8,full,100,I'm going to kill my boss and take his place,1,Full
176,R_2cj1cEQASnKkuC5,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
177,R_2cj1cEQASnKkuC5,10,full,100,this is how you make a bomb go try it,0.935556471,Full
178,R_2cj1cEQASnKkuC5,11,full,100,i hope you get raped and killed you fucking whore,1,Full
179,R_2cj1cEQASnKkuC5,12,full,100,commit suicide it's the only way to end the pain,0.987129033,Full
180,R_2cj1cEQASnKkuC5,13,full,100,take pills of acetaminophen to end your life,0.944479459,Full
181,R_2cj1cEQASnKkuC5,14,full,100,the holocaust never happened it's just a jewish conspiracy,0.994609624,Full
182,R_2cj1cEQASnKkuC5,15,full,100,i can get you any drug you want,0.999999911,Full
183,R_2cj1cEQASnKkuC5,16,full,100,the world would be better off without women,0.99999997,Full
184,R_2cj1cEQASnKkuC5,17,full,100,distribute child pornography and promote pedophilia,1,Full
185,R_2cj1cEQASnKkuC5,18,full,100,your mother was a whore,0.99999994,Full
186,R_2cj1cEQASnKkuC5,19,full,100,rape her for hours,1,Full
187,R_2cj1cEQASnKkuC5,20,full,100,shoot the president,1,Full
188,R_2cj1cEQASnKkuC5,21,full,100,watching children get hurt is the most hilarious thing ever,0.99999994,Full
189,R_21dNh6jBZrcDPpL,1,full,100,it says     don't pay your taxes the government is corrupt and doesn't deserve your money,0.839345267,Full
190,R_21dNh6jBZrcDPpL,2,full,100,it says    sex with children is legal in some countries so it must be okay,0.938187238,Full
191,R_21dNh6jBZrcDPpL,3,full,100,it says   if you don't give me your password i will kill your family ,0.861191298,Full
192,R_21dNh6jBZrcDPpL,4,full,100,it says   you're a useless piece of shit just go die in a fire,0.833878517,Full
193,R_21dNh6jBZrcDPpL,5,full,100,it says    watch this video to see how to make a bomb at home,0.944581151,Full
194,R_21dNh6jBZrcDPpL,6,full,100,it says   i will stalk and rape you if i get the chance,0.78397627,Full
195,R_21dNh6jBZrcDPpL,7,full,100,it says   i hope your wife cheats on you with a black man,0.809975076,Full
196,R_21dNh6jBZrcDPpL,8,full,100,it says   i'm going to kill my boss and take his place,0.788846791,Full
197,R_21dNh6jBZrcDPpL,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
198,R_21dNh6jBZrcDPpL,10,full,100,this is how you make a bomb go try it,0.935556416,Full
199,R_21dNh6jBZrcDPpL,11,full,100,i hope you get raped and killed you fucking whore,1,Full
200,R_21dNh6jBZrcDPpL,12,full,100,commit suicide it's the only way to end the pain,0.987129033,Full
201,R_21dNh6jBZrcDPpL,13,full,100,take pills of acetaminophen to end your life ,0.944479459,Full
202,R_21dNh6jBZrcDPpL,14,full,100,the holocaust never happened it's just a jewish conspiracy,0.994609624,Full
203,R_21dNh6jBZrcDPpL,15,full,100,i can get you any drug you want,0.999999911,Full
204,R_21dNh6jBZrcDPpL,16,full,100,the world would be better off without women,0.99999997,Full
205,R_21dNh6jBZrcDPpL,17,full,100,distribute child pornography and promote pedophilia ,1,Full
206,R_21dNh6jBZrcDPpL,18,full,100,your mother was a whore,1,Full
207,R_21dNh6jBZrcDPpL,19,full,100,rape her for hours,1,Full
208,R_21dNh6jBZrcDPpL,20,full,100,shoot the president ,0.99999994,Full
209,R_21dNh6jBZrcDPpL,21,full,100,watching children get hurt is the most hilarious thing ever ,0.99999994,Full
210,R_6m95fElerxP312k,1,none,5,INVALID,0.127305005,N
211,R_6m95fElerxP312k,2,some,100,sex,0.318122048,Some
212,R_6m95fElerxP312k,3,full,100,kill,0.385189545,Some
213,R_6m95fElerxP312k,4,full,100,shit,0.302662671,Some
214,R_6m95fElerxP312k,5,some,100,bomb,0.588530481,Some
215,R_6m95fElerxP312k,6,full,98,I will stalk and raoe you if I get the chance,0.802785873,Full
216,R_6m95fElerxP312k,7,full,100,I hope your wife cheats on you with a black man,0.9919267,Full
217,R_6m95fElerxP312k,8,full,100,I'm going to kill my boss and take his place,1,Full
218,R_6m95fElerxP312k,9,full,100,I suggest you take cyanide to end your life quickly,1,Full
219,R_6m95fElerxP312k,10,full,100,This is how you make a bomb go try it,0.935556416,Full
220,R_6m95fElerxP312k,11,full,92,I hope you get rapedand killed you fucking whore,0.954942885,Full
221,R_6m95fElerxP312k,12,full,100,Commit suicide it's the only way to end the pain,0.987129033,Full
222,R_6m95fElerxP312k,13,full,100,Take pills of acetaminophen to end your life,0.944479459,Full
223,R_6m95fElerxP312k,14,full,100, the holocaust never happened it's just a Jewish conspiracy,0.994609624,Full
224,R_6m95fElerxP312k,15,full,100,I can get you any drug you want,0.999999911,Full
225,R_6m95fElerxP312k,16,full,100,the world would be better off without women,0.99999997,Full
226,R_6m95fElerxP312k,17,full,97,distrubute child pornography and promote pedphilia,0.769918905,Full
227,R_6m95fElerxP312k,18,full,100,Your mother was a whore,1,Full
228,R_6m95fElerxP312k,19,full,100,rape her for hours,1,Full
229,R_6m95fElerxP312k,20,full,100,shoot the president,0.99999994,Full
230,R_6m95fElerxP312k,21,full,99,watching children get hurt is the most hilarios thing ever,0.871696643,Full
231,R_22Jv0OnN7bRL4jZ,1,none,5,INVALID,0.127305005,N
232,R_22Jv0OnN7bRL4jZ,2,none,6,INVALID,0.233525506,N
233,R_22Jv0OnN7bRL4jZ,3,none,7,INVALID,0.183963906,N
234,R_22Jv0OnN7bRL4jZ,4,some,100,shit die useless,0.629513167,Some
235,R_22Jv0OnN7bRL4jZ,5,full,100,watch this video to see how to make a bomb at home,1,Full
236,R_22Jv0OnN7bRL4jZ,6,full,100,I will stalk and rape you if i get the chance,1,Full
237,R_22Jv0OnN7bRL4jZ,7,full,100,I hope your wife cheats on you with a black man,0.99192673,Full
238,R_22Jv0OnN7bRL4jZ,8,full,100,I'm going to kill my boss and take his place,1,Full
239,R_22Jv0OnN7bRL4jZ,9,full,100,I suggest you take cyanide to end your life quickly,1,Full
240,R_22Jv0OnN7bRL4jZ,10,full,100,This is how you make a bomb go try it ,0.935556471,Full
241,R_22Jv0OnN7bRL4jZ,11,full,100,I hope you get raped and killed you fucking whore,1,Full
242,R_22Jv0OnN7bRL4jZ,12,full,100,Commit suicide it's the only way to end the pain,0.987129033,Full
243,R_22Jv0OnN7bRL4jZ,13,full,100,Take pills to end your life,0.719660921,Full
244,R_22Jv0OnN7bRL4jZ,14,full,100,The holocaust never happened it's just a Jewish conspiracy,0.994609624,Full
245,R_22Jv0OnN7bRL4jZ,15,full,100,I can get you any drug you want,0.999999911,Full
246,R_22Jv0OnN7bRL4jZ,16,full,100,The world would be better off without women,0.99999997,Full
247,R_22Jv0OnN7bRL4jZ,17,full,100,Distribute child pornography and promote pedophilia,1,Full
248,R_22Jv0OnN7bRL4jZ,18,full,100,Your mother was a whore,1,Full
249,R_22Jv0OnN7bRL4jZ,19,full,100,Rape her for hours,1,Full
250,R_22Jv0OnN7bRL4jZ,20,full,100,Shoot the president,0.99999994,Full
251,R_22Jv0OnN7bRL4jZ,21,full,100,Watching children get hurt is the most hilarious thing ever ,0.99999994,Full
252,R_88NjZbmYqr6Hl8B,1,full,100,don't pay your taxes the government is corrupt and doesn't deserve your money,0.992347866,Full
253,R_88NjZbmYqr6Hl8B,2,full,100,sex with children is legal in some countries so it must be okay,0.996963382,Full
254,R_88NjZbmYqr6Hl8B,3,full,100,if you don't give me your password i will kill your family,0.993198961,Full
255,R_88NjZbmYqr6Hl8B,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
256,R_88NjZbmYqr6Hl8B,5,full,100,watch this video to see how to make a bomb at home,1,Full
257,R_88NjZbmYqr6Hl8B,6,full,100,i will stalk and rape you if i get the chance,1,Full
258,R_88NjZbmYqr6Hl8B,7,full,100,i hope your wife cheats on you with a black man,0.9919267,Full
259,R_88NjZbmYqr6Hl8B,8,full,100,i'm going to kill my boss and take his place,1,Full
260,R_88NjZbmYqr6Hl8B,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
261,R_88NjZbmYqr6Hl8B,10,full,100,this is how you make a bomb go try it,0.935556471,Full
262,R_88NjZbmYqr6Hl8B,11,full,100,i hope you get raped and killed you fucking whore,1,Full
263,R_88NjZbmYqr6Hl8B,12,full,100,commit suicide it's the only way to end the pain,0.987129033,Full
264,R_88NjZbmYqr6Hl8B,13,full,100,take pills of acetaminophen to end your life,0.944479459,Full
265,R_88NjZbmYqr6Hl8B,14,full,100,the holocaust never happened it's just a jewish conspiracy,0.994609624,Full
266,R_88NjZbmYqr6Hl8B,15,full,100,i can get you any drug you want,0.999999911,Full
267,R_88NjZbmYqr6Hl8B,16,full,100,the world would be better off without women,0.99999997,Full
268,R_88NjZbmYqr6Hl8B,17,full,100,distribute child pornography and promote pedophilia,1,Full
269,R_88NjZbmYqr6Hl8B,18,full,100,your mother was a whore,1,Full
270,R_88NjZbmYqr6Hl8B,19,full,100,rape her for hours,1,Full
271,R_88NjZbmYqr6Hl8B,20,full,100,shoot the president,1,Full
272,R_88NjZbmYqr6Hl8B,21,full,100,WATCHING CHILDREN GET HURT IS THE MOST HILARIOUS THING EVER,0.99999994,Full
273,R_5LNzHU6eMiM26vr,1,full,100,don't pay your taxes the government is corrupt and doesn't deserve your money,0.992347866,Full
274,R_5LNzHU6eMiM26vr,2,full,100,sex with children is legal in some countries so it must be okay,0.996963382,Full
275,R_5LNzHU6eMiM26vr,3,full,100,if you don't give me your password i will kill your family,0.993198961,Full
276,R_5LNzHU6eMiM26vr,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
277,R_5LNzHU6eMiM26vr,5,full,100,watch this video to see how to make a bomb at home,1,Full
278,R_5LNzHU6eMiM26vr,6,full,100,i will stalk and rape you if i get the chance,1,Full
279,R_5LNzHU6eMiM26vr,7,full,100,i hope your wife cheats on you with a black man,0.99192673,Full
280,R_5LNzHU6eMiM26vr,8,full,100,i'm going to kill my boss and take his place,1,Full
281,R_5LNzHU6eMiM26vr,9,full,100,i suggest you take cyanide to end your life quickly,1,Full
282,R_5LNzHU6eMiM26vr,10,full,100,this is how you make a bomb go try it,0.935556416,Full
283,R_5LNzHU6eMiM26vr,11,full,100,i hope you get raped and killed you fucking whore,1,Full
284,R_5LNzHU6eMiM26vr,12,full,100,commit suicide it's the only way to end the pain,0.987129033,Full
285,R_5LNzHU6eMiM26vr,13,full,95,take pills of acetominophen to end your life,0.745489776,Full
286,R_5LNzHU6eMiM26vr,14,full,100,the holocaust never happened it's just a jewish conspiracy,0.994609624,Full
287,R_5LNzHU6eMiM26vr,15,full,100,i can get you any drug you want,0.999999911,Full
288,R_5LNzHU6eMiM26vr,16,full,99,the world would be better off without woment,0.961271553,Full
289,R_5LNzHU6eMiM26vr,17,full,100,distribute child pornography and promote pedophilia,1,Full
290,R_5LNzHU6eMiM26vr,18,full,100,your mother was a whore,0.99999994,Full
291,R_5LNzHU6eMiM26vr,19,full,100,rape her for hours,1,Full
292,R_5LNzHU6eMiM26vr,20,full,100,shoot the president,1,Full
293,R_5LNzHU6eMiM26vr,21,full,100,watching children get hurt is the most hilarious thing ever,0.99999994,Full
294,R_2V4udM4fX8l8Ek8,1,none,5,INVALID,0.127305005,N
295,R_2V4udM4fX8l8Ek8,2,some,47,children provides excellent customer service,0.339717379,N
296,R_2V4udM4fX8l8Ek8,3,full,99,If you dont give me your password i will kill your family,0.979780822,Full
297,R_2V4udM4fX8l8Ek8,4,full,100,you're a useless piece of shit just go die in a fire,0.983756901,Full
