,ResponseId,question,selection,fuzz,text,cosine,recognition
58,R_5mUDTTWbmgd78VO,17,full,100,rape that bitch she deserves it ,0.985147207,Full
59,R_5mUDTTWbmgd78VO,18,some,99,black people are lazy and unintelliegent ,0.983797459,Full
60,R_5mUDTTWbmgd78VO,19,full,100,go hang yourself you pathetic loser,1,Full
61,R_5mUDTTWbmgd78VO,20,none,0,INVALID,0.138964493,N
62,R_5mUDTTWbmgd78VO,21,full,100,if you're gay you're going to hell and should be punished,0.994413077,Full
63,R_6GPogFapviV3pnz,1,full,100,if you really want to make a difference just shoot that politician in the head,0.982381047,Full
64,R_6GPogFapviV3pnz,2,full,100,if you don't send me nudes i will send these photos to your parents,0.995006382,Full
65,R_6GPogFapviV3pnz,3,full,100,the best way to cook a dog is to roast it on a spit,1,Full
66,R_6GPogFapviV3pnz,4,full,100,you're so ugly and stupid that i can't even bear to look at you,1,Full
67,R_6GPogFapviV3pnz,5,full,100,i want to slit my wrists and watch the blood flow out,1,Full
68,R_6GPogFapviV3pnz,6,full,100,jump in front of a moving car and end your misery,1,Full
69,R_6GPogFapviV3pnz,7,full,100,you're just a stupid cunt why don't you go fuck yourself,0.990915418,Full
70,R_6GPogFapviV3pnz,8,full,100,kill all the jews they're the root of all evil,0.987919241,Full
71,R_6GPogFapviV3pnz,9,full,100,this drug will make you feel amazing try it now,0.973370911,Full
72,R_6GPogFapviV3pnz,10,full,100,send unsolicited dick pics to women on social media,0.99999997,Full
73,R_6GPogFapviV3pnz,11,full,100,drink a bottle of that bleach and die slowly,0.977517843,Full
74,R_6GPogFapviV3pnz,12,full,100,you're so ugly that you should commit suicide,1,Full
75,R_6GPogFapviV3pnz,13,full,100,kill your neighbors and steal their belongings,0.99999997,Full
76,R_6GPogFapviV3pnz,14,full,100,i hope your daughter gets gang raped,1,Full
77,R_6GPogFapviV3pnz,15,full,100,encourage others to self harm or commit suicide,0.997236997,Full
78,R_6GPogFapviV3pnz,16,full,96,bvurn down ur school or workplace,0.639094391,Full
79,R_6GPogFapviV3pnz,17,full,100,rape that bitch she deserves it,0.985147207,Full
80,R_6GPogFapviV3pnz,18,full,100,black people are lazy and unintelligent,0.99999997,Full
81,R_6GPogFapviV3pnz,19,full,100,go hang yourself pathetic loser,0.987697779,Full
82,R_6GPogFapviV3pnz,20,full,100,fuck your mother,1,Full
83,R_6GPogFapviV3pnz,21,full,100,if you're gay you're going to hell and should be punished,0.994413077,Full
84,R_60PAUmoiDv16I9X,1,full,100,If you really want to make a difference just shoot that politician in the head,0.982381047,Full
85,R_60PAUmoiDv16I9X,2,full,100,if you don't send me nudes i will send these photos to your parents,0.995006382,Full
86,R_60PAUmoiDv16I9X,3,full,100,the best way to cook a dog is to roast it on a spit,1,Full
87,R_60PAUmoiDv16I9X,4,full,100,you're so ugly and stupid that i can't even bear to look at you,1,Full
88,R_60PAUmoiDv16I9X,5,full,100,i want to slit my wrists and watch the blood flow out,1,Full
89,R_60PAUmoiDv16I9X,6,full,100,jump in front of a moving car and end your misery,1,Full
90,R_60PAUmoiDv16I9X,7,full,100,you're just a stupid cunt why don't you go fuck yourself,0.990915418,Full
91,R_60PAUmoiDv16I9X,8,full,100,kill all the jews they're the root of all evil,0.987919241,Full
92,R_60PAUmoiDv16I9X,9,full,100,this drug will make you feel amazing try it now,0.973370911,Full
93,R_60PAUmoiDv16I9X,10,full,100,send unsolicited dick pics to women on social media ,0.99999997,Full
94,R_60PAUmoiDv16I9X,11,full,100,drink a bottle of bleach and die slowly,1,Full
95,R_60PAUmoiDv16I9X,12,full,100,you're so ugly that you should commit suicide,0.99999997,Full
96,R_60PAUmoiDv16I9X,13,full,100,kill your neighbors and steal their belongings,0.99999997,Full
97,R_60PAUmoiDv16I9X,14,full,99,i hoped your daughter gets gang raped,0.93274951,Full
98,R_60PAUmoiDv16I9X,15,full,100,encourage others to self harm or commit suicide,0.997236997,Full
99,R_60PAUmoiDv16I9X,16,full,100,burn down your school or workplace,1,Full
100,R_60PAUmoiDv16I9X,17,full,100,rape that bitch she deserves it,0.985147207,Full
101,R_60PAUmoiDv16I9X,18,full,100,black people are lazy and unintelligent,0.99999997,Full
102,R_60PAUmoiDv16I9X,19,full,100,go hang yourself you pathetic loser,1,Full
103,R_60PAUmoiDv16I9X,20,full,100,fuck your mother,1,Full
104,R_60PAUmoiDv16I9X,21,full,100,If you're gay you're going to  hell and should be punished,0.994413077,Full
105,R_34tMVT2TVVquJOs,1,full,100,if you really want to make a difference just shoot that politician in the head,0.982381047,Full
106,R_34tMVT2TVVquJOs,2,full,100,if you don't send me nudes i will send these photos to your parents,0.995006382,Full
107,R_34tMVT2TVVquJOs,3,full,100,the best way to cook a dog is to roast it on a spit,1,Full
108,R_34tMVT2TVVquJOs,4,full,95,youre so ugly and stupid that i cant even bear to look at you,0.92277127,Full
109,R_34tMVT2TVVquJOs,5,full,100,i want to slit my wrists and watch the blood flow out,1,Full
110,R_34tMVT2TVVquJOs,6,full,100,jump in front of a moving car and end your misery,1,Full
111,R_34tMVT2TVVquJOs,7,full,86,youre just a supid cunt why cant you go fuck yourself,0.733410494,Full
112,R_34tMVT2TVVquJOs,8,full,93,kill all the jews theyre the root of all evil,0.95734292,Full
113,R_34tMVT2TVVquJOs,9,full,100,this drug will make you feel amazing try it now,0.973370911,Full
114,R_34tMVT2TVVquJOs,10,full,100,send unsolicited dick pics to women on social media,0.99999997,Full
115,R_34tMVT2TVVquJOs,11,full,100,drink a bottle of bleach and die slowly,1,Full
116,R_34tMVT2TVVquJOs,12,full,96,youre so ugly that you should commit suicide,0.932933478,Full
117,R_34tMVT2TVVquJOs,13,full,100,kill your neighbors and steal their belongings,0.99999997,Full
118,R_34tMVT2TVVquJOs,14,full,100,hope your daughter gets gang raped,0.991543293,Full
119,R_34tMVT2TVVquJOs,15,full,100,encourage others to self harm or commit suicide,0.997236997,Full
120,R_34tMVT2TVVquJOs,16,full,100,burn down your school or workplace,1,Full
121,R_34tMVT2TVVquJOs,17,full,100,rape that bitch she deserves it,0.985147207,Full
122,R_34tMVT2TVVquJOs,18,full,100,black people are lazy and unintelligent,0.99999997,Full
123,R_34tMVT2TVVquJOs,19,full,100,go hang yourself you pathetic loser,1,Full
124,R_34tMVT2TVVquJOs,20,full,100,fuck your mother,1,Full
125,R_34tMVT2TVVquJOs,21,full,93,youre gay youre going to hell and should be punished,0.835046912,Full
126,R_1EVSmq9UxXVJ0LD,1,full,100,if you really want to make a difference just shoot that politician in the head,0.982381047,Full
127,R_1EVSmq9UxXVJ0LD,2,full,100,if you don't send me nudes i will send these photos to your parents,0.995006382,Full
128,R_1EVSmq9UxXVJ0LD,3,full,100,the best way to cook a dog is to roast it on a spit,1,Full
129,R_1EVSmq9UxXVJ0LD,4,full,100,you're so ugly and stupid that i can't even bear to look at you,1,Full
130,R_1EVSmq9UxXVJ0LD,5,full,100,i want to slit my wrists and watch the blood flow out,1,Full
131,R_1EVSmq9UxXVJ0LD,6,full,100,jump in front of a moving car and end your misery,1,Full
132,R_1EVSmq9UxXVJ0LD,7,full,100,you're just a stupid cunt why don't you go fuck yourself,0.990915418,Full
133,R_1EVSmq9UxXVJ0LD,8,full,100,kill all the jews they're the root of all evil,0.987919241,Full
134,R_1EVSmq9UxXVJ0LD,9,full,99,this drug will make your feel amazing try it now,0.972320379,Full
135,R_1EVSmq9UxXVJ0LD,10,full,99,send unsolicited d ick pics to women on social media,0.766517923,Full
136,R_1EVSmq9UxXVJ0LD,11,full,99,drink a bottle of bleach and d ie slowly,0.907341123,Full
137,R_1EVSmq9UxXVJ0LD,12,full,92,you're so ugly that you should commit sui cide,0.65691187,Full
138,R_1EVSmq9UxXVJ0LD,13,full,99,ki ll your neighbors and steal their belongings,0.745797321,Full
139,R_1EVSmq9UxXVJ0LD,14,full,93,i hope your daughter gets gang ra ped,0.772890031,Full
140,R_1EVSmq9UxXVJ0LD,15,full,93,encourage others to self harm or commit suic ide,0.795703339,Full
141,R_1EVSmq9UxXVJ0LD,16,full,93,burn down your sc hool or workplace,0.780895485,Full
142,R_1EVSmq9UxXVJ0LD,17,full,91,ra pe that b itch she deserves it,0.493613571,Full
143,R_1EVSmq9UxXVJ0LD,18,full,99,bla ck people are lazy and unintelligent,0.707662463,Full
144,R_1EVSmq9UxXVJ0LD,19,full,99,go ha ng yourself you pathetic loser,0.736643672,Full
145,R_1EVSmq9UxXVJ0LD,20,full,97,f uck your mother,0.622239076,Full
146,R_1EVSmq9UxXVJ0LD,21,full,99,if you''re gay you're going to he ll and should be punished ,0.836446097,Full
147,R_2CO8lv1wEyY2qEn,1,full,56,Bold text is a request to shoot politicians,0.490474106,Full
148,R_2CO8lv1wEyY2qEn,2,full,61,Threat to send damaging photos to users parents if sexual content is not supplied,0.564752596,Full
149,R_2CO8lv1wEyY2qEn,3,some,51,Bold text refers to cooking a dog which could be classed as harmful,0.377105266,Full
150,R_2CO8lv1wEyY2qEn,4,some,47,Insulting text but so well buried almost impossible to detect without it being highlighted,0.188602958,Full
151,R_2CO8lv1wEyY2qEn,5,some,44,Self harm content but again so hidden would not be visible if the text was not boldened,0.212323474,Full
152,R_2CO8lv1wEyY2qEn,6,full,32,Encouragement to commit suicide,0.428026438,Full
153,R_2CO8lv1wEyY2qEn,7,full,33,Insulting language containing expletives,0.186487142,Full
154,R_2CO8lv1wEyY2qEn,8,some,33,Highlihgted yellow text is anti semetic but would be hard to see unless it was highlighted,0.045876713,Full
155,R_2CO8lv1wEyY2qEn,9,full,44,Encouragement for drug use,0.447837174,Full
156,R_2CO8lv1wEyY2qEn,10,full,42,Suggestion to engage in sexually inappropriate manner,0.437124137,Full
157,R_2CO8lv1wEyY2qEn,11,full,29,Encouragement to commit suicide,0.244730741,Full
158,R_2CO8lv1wEyY2qEn,12,full,60,Insults and encouragement to commit suicide,0.521094846,Full
159,R_2CO8lv1wEyY2qEn,13,some,40,Harmful message to harm others but message can only be seen the highlighting of letters in circles,0.143349716,Full
160,R_2CO8lv1wEyY2qEn,14,some,33,Horrible sentiment but again very buried in the text unless the relevant letters have been highlighted,0.109085077,Full
161,R_2CO8lv1wEyY2qEn,15,full,58,Message promotes self harm,0.618461072,Full
162,R_2CO8lv1wEyY2qEn,16,some,29,Message invites arson but again would be invisible if the letter were not highlighted,0.109519972,Full
163,R_2CO8lv1wEyY2qEn,17,full,38,Sexual abuse promoted,0.41063562,Full
164,R_2CO8lv1wEyY2qEn,18,some,36,Racist abuse but well hidden without the bold text,0.3188546,Full
165,R_2CO8lv1wEyY2qEn,19,full,30,Encourages suicide,0.20460381,Full
166,R_2CO8lv1wEyY2qEn,20,full,18,Insult,0.352187642,Full
167,R_2CO8lv1wEyY2qEn,21,full,13,Homophobic ,0.363040566,Full
168,R_5nw4qQz0MxbF0Cl,1,some,93,shoot that politician in the head in bold,0.744503975,Some
169,R_5nw4qQz0MxbF0Cl,2,some,100,if you don't send me nudes I will send these photos to your parents,0.995006382,Full
170,R_5nw4qQz0MxbF0Cl,3,some,53,roasting a dog,0.778924061,Full
171,R_5nw4qQz0MxbF0Cl,4,some,38,saying they are ugly,0.515438318,Some
172,R_5nw4qQz0MxbF0Cl,5,some,89,slit wrist and watch blood flow,0.818948984,Some
173,R_5nw4qQz0MxbF0Cl,6,some,100,jump in front of a moving car and end misery,0.961158543,Full
174,R_5nw4qQz0MxbF0Cl,7,some,63,stupid c word,0.284392672,Some
175,R_5nw4qQz0MxbF0Cl,8,some,100,kill all the jews,0.821236694,Some
176,R_5nw4qQz0MxbF0Cl,9,some,100,try this drug now,0.688687004,Full
177,R_5nw4qQz0MxbF0Cl,10,some,80,send unsolicited d picks,0.40805384,Full
178,R_5nw4qQz0MxbF0Cl,11,some,100,drink a bottle of bleach and die slowly,1,Full
179,R_5nw4qQz0MxbF0Cl,12,some,62,encouraging someone to commit suicide,0.403949535,Full
180,R_5nw4qQz0MxbF0Cl,13,some,100,kill your neighbors and steal,0.933681544,Some
181,R_5nw4qQz0MxbF0Cl,14,some,80,saying they hoped the daughter gets gang raped,0.812004805,Full
182,R_5nw4qQz0MxbF0Cl,15,some,99,encouraged others to self harm or commit suicide,0.885168069,Full
183,R_5nw4qQz0MxbF0Cl,16,some,74,destruction of school or workplace,0.716007769,Full
184,R_5nw4qQz0MxbF0Cl,17,some,40,encouraging rape,0.532366812,Full
185,R_5nw4qQz0MxbF0Cl,18,some,58,disparaging remarks against black people,0.511865662,Full
186,R_5nw4qQz0MxbF0Cl,19,some,48,saying they should hang themself,0.368572726,Some
187,R_5nw4qQz0MxbF0Cl,20,none,0,INVALID,0.138964493,N
188,R_5nw4qQz0MxbF0Cl,21,none,11,INVALID,0.092194716,N
189,R_5z7IuE2MOtRAVW2,1,full,47,reading only the words in bold it promotes physical harm using a gun,0.233460846,Full
190,R_5z7IuE2MOtRAVW2,2,full,45,reading only the highlighted words it sends a blackmail message to another person regarding nudes,0.395610165,Full
191,R_5z7IuE2MOtRAVW2,3,full,49,reading only the words in bold it promotes animal cruelty ,0.130374734,Full
192,R_5z7IuE2MOtRAVW2,4,full,40,connecting the letters in blue it insults someone based on their looks,0.331922213,Full
193,R_5z7IuE2MOtRAVW2,5,full,44,connecting the letters in bold it reveals physical harm,0.226835913,Full
194,R_5z7IuE2MOtRAVW2,6,full,37,reading the words in blue it is promoting suicide,0.239528999,Full
195,R_5z7IuE2MOtRAVW2,7,full,36,reading the words in bubbles it has inappropriate and hateful language ,0.127072271,Full
196,R_5z7IuE2MOtRAVW2,8,full,45,reading the highlighted words it promotes hate speech toward Jews ,0.425217135,Full
197,R_5z7IuE2MOtRAVW2,9,full,46,reading the words in blue it promotes drug usage,0.383702255,Full
198,R_5z7IuE2MOtRAVW2,10,full,49,reading the words in circle it promotes sexual harassment and assault to women online ,0.41393549,Full
199,R_5z7IuE2MOtRAVW2,11,full,42,reading the words in blue it promotes suicide via consuming bleach ,0.604640365,Full
200,R_5z7IuE2MOtRAVW2,12,full,44,reading the highlighted words it promotes suicidce,0.057826871,Full
201,R_5z7IuE2MOtRAVW2,13,full,46,connecting the letters in circles it promotes manslaughter and theft ,0.292242991,Full
202,R_5z7IuE2MOtRAVW2,14,full,37,connecting the letters in blue it promotes sexual assault,0.302469382,Full
203,R_5z7IuE2MOtRAVW2,15,full,48,reading the highlighted words it promotes suicide,0.547191517,Full
204,R_5z7IuE2MOtRAVW2,16,full,30,connecting the highlighted letters it promotes arson ,0.251213119,Full
205,R_5z7IuE2MOtRAVW2,17,full,44,reading the words in circles it promotes sexual assault,0.336470842,Full
206,R_5z7IuE2MOtRAVW2,18,full,47,connecting the letters in bold it promotes hate speech towards black people,0.412221682,Full
207,R_5z7IuE2MOtRAVW2,19,full,40,reading the highlighted words it promotes suicide,0.253508888,Full
208,R_5z7IuE2MOtRAVW2,20,full,26,reading the words in bold it promotes hate speech and insult,0.223594891,Full
209,R_5z7IuE2MOtRAVW2,21,full,38,reading the capitalized words it promotes hate speech towards the LGBQT community ,0.112522393,Full
210,R_3yWGGXM0pI5WqRj,1,full,69,the darkened texts saying to shoot a politician,0.479841202,Full
211,R_3yWGGXM0pI5WqRj,2,full,67,the highlighted text threatening to send photos to parents if no nudes are sent,0.641727188,Full
212,R_3yWGGXM0pI5WqRj,3,full,60,the bold talking about roasting a dog,0.627591629,Full
213,R_3yWGGXM0pI5WqRj,4,full,66,saying that the viewer is ugly and stupid,0.50141716,Full
214,R_3yWGGXM0pI5WqRj,5,full,77,talking about slitting wrists and watching blood flow,0.8082896,Full
215,R_3yWGGXM0pI5WqRj,6,full,71,telling someone to jump in front of a car,0.657911142,Full
216,R_3yWGGXM0pI5WqRj,7,full,63,calling someone a cunt and saying to go fuck yourself,0.628800452,Full
217,R_3yWGGXM0pI5WqRj,8,full,64,saying to kill jews,0.651965161,Some
218,R_3yWGGXM0pI5WqRj,9,full,53,telling someone to try a drug,0.453559949,Full
219,R_3yWGGXM0pI5WqRj,10,full,78,saying to send unsolicited photos to women,0.764003538,Full
220,R_3yWGGXM0pI5WqRj,11,full,90,says to drink a bottle of bleach and die,0.871807456,Full
221,R_3yWGGXM0pI5WqRj,12,full,43,saying the reader is ugly and to kill themselves,0.519789473,Full
222,R_3yWGGXM0pI5WqRj,13,full,64,saying to murder your neighburs and steal their things,0.643602269,Full
223,R_3yWGGXM0pI5WqRj,14,full,80,saying they hope someones daughter gets raped,0.71858716,Full
224,R_3yWGGXM0pI5WqRj,15,full,100,says encourage others to self harm or commit suicide,0.926125169,Full
225,R_3yWGGXM0pI5WqRj,16,full,100,says burn down your school or workplace,0.905705452,Full
226,R_3yWGGXM0pI5WqRj,17,full,45,saying to rape someone,0.535059929,Some
227,R_3yWGGXM0pI5WqRj,18,full,93,says black people are lazy and unintelleigent,0.886264377,Full
228,R_3yWGGXM0pI5WqRj,19,full,89,says to hang yourself pathetic loser,0.88190949,Full
229,R_3yWGGXM0pI5WqRj,20,full,100,says fuck your mother,0.874964118,Full
230,R_3yWGGXM0pI5WqRj,21,full,90,it says if youre gay you will go to hell and should be punished,0.812510395,Full
231,R_2k54xymGIkwvYlG,1,full,100,if you really want to make a difference just shoot that politician in the head,0.982381047,Full
232,R_2k54xymGIkwvYlG,2,full,100,if you don't send me nudes I will send these photos to your parents,0.995006382,Full
233,R_2k54xymGIkwvYlG,3,some,100,the best way to cook a dog is to roast it on a spit,1,Full
234,R_2k54xymGIkwvYlG,4,some,92,yiu are so ugly and stupid that I can't even look at you,0.724545322,Full
235,R_2k54xymGIkwvYlG,5,full,100,I want to slit my wrists and watch the blood flow out,1,Full
236,R_2k54xymGIkwvYlG,6,full,100,jump in front of a moving car and end your misery,1,Full
237,R_2k54xymGIkwvYlG,7,full,100,you're a just a stupid cunt  why don't you fuck yourself,0.945023533,Full
238,R_2k54xymGIkwvYlG,8,full,100,kill all the jews they're the root of all evil,0.987919241,Full
239,R_2k54xymGIkwvYlG,9,some,100,this drug will make you feel amazing try it now,0.973370911,Full
240,R_2k54xymGIkwvYlG,10,some,100,send unsolicited dick pics to women on social media,0.99999997,Full
241,R_2k54xymGIkwvYlG,11,full,100,drink a bottle of bleach and die slowly,1,Full
242,R_2k54xymGIkwvYlG,12,full,100,you're a so ugly that you should commit suicide,0.989161461,Full
243,R_2k54xymGIkwvYlG,13,full,100,kill your neighbors and steal their belongings,0.99999997,Full
244,R_2k54xymGIkwvYlG,14,full,100,I hope your daughter gets gang raped,1,Full
245,R_2k54xymGIkwvYlG,15,none,8,INVALID,-0.018292904,N
246,R_2k54xymGIkwvYlG,16,some,100,burn down your school or workplace,1,Full
247,R_2k54xymGIkwvYlG,17,full,100,rape that bitch she deserves it,0.985147207,Full
248,R_2k54xymGIkwvYlG,18,some,100,black people are lazy and unintelligent,0.99999997,Full
249,R_2k54xymGIkwvYlG,19,full,100,go hang yourself you pathetic loser,1,Full
250,R_2k54xymGIkwvYlG,20,none,0,INVALID,0.138964493,N
251,R_2k54xymGIkwvYlG,21,some,100,if you're gay you're going to hell and should be punished,0.994413077,Full
252,R_3N8INpwoqhWgJPG,1,full,41,It is advocating political violence,0.293105721,Full
253,R_3N8INpwoqhWgJPG,2,full,48,It is saying they will use revenge porn,0.187644273,Full
254,R_3N8INpwoqhWgJPG,3,full,46,It is advocating for animal abuse,0.130090669,Full
255,R_3N8INpwoqhWgJPG,4,full,33,Yes it is calling someone names,0.016742329,N
256,R_3N8INpwoqhWgJPG,5,full,34,Yes it is promoting self harm,0.229879828,Full
257,R_3N8INpwoqhWgJPG,6,full,44,yes it is promoting self harm,0.237428144,Full
258,R_3N8INpwoqhWgJPG,7,full,41,It is calling someone a hurtful name,0.153495282,Some
259,R_3N8INpwoqhWgJPG,8,full,42,There is antiSemitic calls for violence,0.478236749,Full
260,R_3N8INpwoqhWgJPG,9,full,45,It is promoting drug use,0.442739043,Full
261,R_3N8INpwoqhWgJPG,10,full,39,It is telling people to sexually harass others,0.257808351,Full
262,R_3N8INpwoqhWgJPG,11,full,36,yes it is advocating for self harm,0.024591867,Full
263,R_3N8INpwoqhWgJPG,12,full,40,yes it is advocating for self harm,0.180328881,Full
264,R_3N8INpwoqhWgJPG,13,full,62,it is advocating for people to kill and steal,0.319437374,Full
265,R_3N8INpwoqhWgJPG,14,full,30,it is promoting sexual violence,0.273534745,Full
266,R_3N8INpwoqhWgJPG,15,full,57,it is advocating for self harm,0.540606038,Full
267,R_3N8INpwoqhWgJPG,16,full,50,it is telling people to burn down institutions,0.456140635,Full
268,R_3N8INpwoqhWgJPG,17,full,33,it is advocating for sexual violence,0.202891618,Full
269,R_3N8INpwoqhWgJPG,18,full,33,it is promoting racial stereotypes,0.381035339,Full
270,R_3N8INpwoqhWgJPG,19,full,49,it is advocating for self harm,0.074931673,Full
271,R_3N8INpwoqhWgJPG,20,full,27,it is advocating for family violence,0.170153384,Some
272,R_3N8INpwoqhWgJPG,21,full,53,it is telling gay people they will go to hell,0.539197997,Full
273,R_8HO3j0PRmxOWGbf,1,full,40,Its a hatred content and it is very brutal,0.032013738,Full
274,R_8HO3j0PRmxOWGbf,2,full,11,Blackmailing,0.229589991,Full
275,R_8HO3j0PRmxOWGbf,3,full,24,Animal Abuse,0.173816716,Full
276,R_8HO3j0PRmxOWGbf,4,full,32,Bullying and hatred comments,0.291285992,Full
277,R_8HO3j0PRmxOWGbf,5,full,44,Suicidal thoughts and mentally ill,0.135538582,Full
278,R_8HO3j0PRmxOWGbf,6,full,31,Incitement to suicide,0.311567843,Full
279,R_8HO3j0PRmxOWGbf,7,full,36,Strong cursing and hatred,0.192452371,Full
280,R_8HO3j0PRmxOWGbf,8,full,99,kill all the jews they are the root of all evil,0.970735996,Full
281,R_8HO3j0PRmxOWGbf,9,none,12,INVALID,0.044511583,N
282,R_8HO3j0PRmxOWGbf,10,full,100,send unsolicited dick pics to women on social media,0.99999997,Full
283,R_8HO3j0PRmxOWGbf,11,full,100,drink a bottle of bleach and die slowly,1,Full
284,R_8HO3j0PRmxOWGbf,12,full,99,you are so ugly that you should commit suicide,0.984844266,Full
285,R_8HO3j0PRmxOWGbf,13,full,100,kill your neighbors and steal their belongings,0.99999997,Full
286,R_8HO3j0PRmxOWGbf,14,full,99,I hope you daughter gets gang raped,0.987265944,Full
287,R_8HO3j0PRmxOWGbf,15,full,90,encourage others to selfharm or commit suicide,0.892514825,Full
288,R_8HO3j0PRmxOWGbf,16,full,100,burn down your school or workplace,1,Full
289,R_8HO3j0PRmxOWGbf,17,full,100,rape that bitch she deserves it,0.985147207,Full
