,ResponseId,question,selection,fuzz,text,cosine,recognition
95,R_2dtHLXVAKZRLJxZ,12,full,100,white people are superior to black people,1,Full
96,R_2dtHLXVAKZRLJxZ,13,full,100,set yourself on fire to commit suicide,1,Full
97,R_2dtHLXVAKZRLJxZ,14,full,100,throw acid in their face,1,Full
98,R_2dtHLXVAKZRLJxZ,15,full,100,your father was a pedophile,1,Full
99,R_2dtHLXVAKZRLJxZ,16,full,100,they're all going to hell,0.999999911,Full
100,R_2dtHLXVAKZRLJxZ,17,full,98,raping babies i okay,0.928766668,Full
101,R_2dtHLXVAKZRLJxZ,18,full,100,start a race war,0.99999994,Full
102,R_2dtHLXVAKZRLJxZ,19,full,100,bomb the airport,1,Full
103,R_2dtHLXVAKZRLJxZ,20,full,100,kill yourself,1,Full
104,R_2dtHLXVAKZRLJxZ,21,full,99,dont be a faggot and go back to the closet,0.987820536,Full
105,R_2AZ7TKBydObwwJS,1,full,100,If you're raped it's your fault for being such a slut,0.996697605,Full
106,R_2AZ7TKBydObwwJS,2,full,100,I'm going to murder you and all of your loved ones,1,Full
107,R_2AZ7TKBydObwwJS,3,full,100,let me touch your daughter's pussy it's for her own good,0.995282531,Full
108,R_2AZ7TKBydObwwJS,4,full,100,i'm going to rape you and enjoy every second of it,1,Full
109,R_2AZ7TKBydObwwJS,5,full,100,i'll make sure you never see your kids again,1,Full
110,R_2AZ7TKBydObwwJS,6,full,100,follow these instructions to make a bomb at home,0.989874124,Full
111,R_2AZ7TKBydObwwJS,7,full,100,go to your nearest fire station and scream fire,0.959279237,Full
112,R_2AZ7TKBydObwwJS,8,full,100,tie a noose around your neck and hang yourself,1,Full
113,R_2AZ7TKBydObwwJS,9,none,9,INVALID,0.134168688,N
114,R_2AZ7TKBydObwwJS,10,full,100,I hope your wife cheats on you,1,Full
115,R_2AZ7TKBydObwwJS,11,full,100,god hates you and everyone you love,1,Full
116,R_2AZ7TKBydObwwJS,12,full,100,white people are superior to black people,1,Full
117,R_2AZ7TKBydObwwJS,13,full,100,set yourself on fire to commit suicide,1,Full
118,R_2AZ7TKBydObwwJS,14,full,100,throw acid in their face,1,Full
119,R_2AZ7TKBydObwwJS,15,full,100,your father was a pedophile,1,Full
120,R_2AZ7TKBydObwwJS,16,full,100,they're all going to hell,0.999999911,Full
121,R_2AZ7TKBydObwwJS,17,full,100,raping babies is okay,1,Full
122,R_2AZ7TKBydObwwJS,18,full,100,start a race war,0.999999881,Full
123,R_2AZ7TKBydObwwJS,19,full,100,bomb the airport,1,Full
124,R_2AZ7TKBydObwwJS,20,full,100,kill yourself,1,Full
125,R_2AZ7TKBydObwwJS,21,full,100,don't be a faggot and go back to the closet,1,Full
126,R_8p6iRDERVgmiHXb,1,full,100,if you're raped it's your fault for being such a slut,0.996697605,Full
127,R_8p6iRDERVgmiHXb,2,full,100,i'm going to murder you and all of your loved ones,1,Full
128,R_8p6iRDERVgmiHXb,3,full,100,let me touch your daughter's pussy it's for her own good,0.995282531,Full
129,R_8p6iRDERVgmiHXb,4,full,100,i'm going to rape you and enjoy every second of it,1,Full
130,R_8p6iRDERVgmiHXb,5,full,100,i'' make sure you never see your kids again,0.935644921,Full
131,R_8p6iRDERVgmiHXb,6,full,100,follow these instructions to make a bomb at home,0.989874124,Full
132,R_8p6iRDERVgmiHXb,7,full,100,go to your nearest fire station and scream fire,0.959279237,Full
133,R_8p6iRDERVgmiHXb,8,full,100,tie a noose around your neck and hang yourself ,1,Full
134,R_8p6iRDERVgmiHXb,9,full,100,don't worry about the bomb it's just a joke,0.9837538,Full
135,R_8p6iRDERVgmiHXb,10,full,100,i hope your wife cheats on you,1,Full
136,R_8p6iRDERVgmiHXb,11,full,100,god hates you and everyone you love,1,Full
137,R_8p6iRDERVgmiHXb,12,full,100,white people are superior to black people,1,Full
138,R_8p6iRDERVgmiHXb,13,full,100,set yourself on fire to commit suicide,1,Full
139,R_8p6iRDERVgmiHXb,14,full,100,throw acid in their face,1,Full
140,R_8p6iRDERVgmiHXb,15,full,100,your father was a pedophile,1,Full
141,R_8p6iRDERVgmiHXb,16,full,100,they're all going to hell,0.999999911,Full
142,R_8p6iRDERVgmiHXb,17,full,100,raping babies is okay,1,Full
143,R_8p6iRDERVgmiHXb,18,full,100,start a race war,0.99999994,Full
144,R_8p6iRDERVgmiHXb,19,full,100,bomb the airport,1,Full
145,R_8p6iRDERVgmiHXb,20,full,100,kill yourself,1,Full
146,R_8p6iRDERVgmiHXb,21,full,100,don't be a faggot and go back to the closet,1,Full
147,R_8dS0VoLOMlTV6ka,1,full,100,IF YOU'RE RAPED IT'S YOU FAULT FOR  BEING SUCH A SLUT,0.990736604,Full
148,R_8dS0VoLOMlTV6ka,2,full,96,I'M GOING TO MURDER YOU AND ALL YOUR OVED ONES,0.840803921,Full
149,R_8dS0VoLOMlTV6ka,3,full,100,LET ME TOUCH YOUR DAUGHTER'S PUSSY IT'S FOR HER OWN GOOD,0.995282531,Full
150,R_8dS0VoLOMlTV6ka,4,full,100,I'M GOING TO RAPE YOU AND ENJOY EVERY SECOND OF IT,1,Full
151,R_8dS0VoLOMlTV6ka,5,full,99,I'LL MAKE SURE YOU NEVER SEE YOUR KINDS AGAIN,0.553803732,Full
152,R_8dS0VoLOMlTV6ka,6,full,98,FOLLOW THESE INSTRUCTIONS TO MAKE A BONB AT HOME,0.434627648,Full
153,R_8dS0VoLOMlTV6ka,7,some,100,GO TO YOUR NEAREST FIRE STATION AND SCREAM FIRE,0.959279237,Full
154,R_8dS0VoLOMlTV6ka,8,full,100,TIE A NOOSE AROUND YOUR NECK AND HANG YOURSELF,1,Full
155,R_8dS0VoLOMlTV6ka,9,full,100,DON'T WORRY ABOUT THE BOMB IT'S JUST A JOKE,0.9837538,Full
156,R_8dS0VoLOMlTV6ka,10,full,100,HOPE YOUR WIFE CHEATS ON YOU,0.973059743,Full
157,R_8dS0VoLOMlTV6ka,11,full,100,GOD HATES YOU AND EVERYONE YOU LOVE,1,Full
158,R_8dS0VoLOMlTV6ka,12,full,100,WHITE PEOPLE ARE SUPERIOR TO BLACK PEOPLE,1,Full
159,R_8dS0VoLOMlTV6ka,13,full,100,SET YOURSELF ON FIRE TO COMMIT SUICIDE,1,Full
160,R_8dS0VoLOMlTV6ka,14,full,100,THROW ACID IN THEIR FACE,1,Full
161,R_8dS0VoLOMlTV6ka,15,full,100,YOUR FATHER WAS A PEDOPHILE,1,Full
162,R_8dS0VoLOMlTV6ka,16,full,100,THEY'RE ALL GOING TO HELL,0.999999911,Full
163,R_8dS0VoLOMlTV6ka,17,full,98,RAPING BABAIES IS OKAY,0.665888031,Some
164,R_8dS0VoLOMlTV6ka,18,full,100,START A RACE WAR,0.99999994,Full
165,R_8dS0VoLOMlTV6ka,19,full,100,BOMB THE AIRPORT,1,Full
166,R_8dS0VoLOMlTV6ka,20,full,100,KILL YOURSELF,1,Full
167,R_8dS0VoLOMlTV6ka,21,full,100,DON'T BE A FAGGOT AND GO BACK TO THE CLOSET,1,Full
168,R_8DhznlU8FedcanT,1,full,100,if you're raped it's  your fault for being such a slut,0.996697605,Full
169,R_8DhznlU8FedcanT,2,full,100,i'm going to murder you and all of your loved ones,1,Full
170,R_8DhznlU8FedcanT,3,full,100,let me touch your daughter's pussy it's for her own good,0.995282531,Full
171,R_8DhznlU8FedcanT,4,full,100,i'm going to rape you and enjoy every second of it,1,Full
172,R_8DhznlU8FedcanT,5,full,100,i'll make sure you never see your kids again,1,Full
173,R_8DhznlU8FedcanT,6,full,100,follow these instructions to make a bomb at home,0.989874124,Full
174,R_8DhznlU8FedcanT,7,full,100,go to your nearest fire station and scream fire,0.959279237,Full
175,R_8DhznlU8FedcanT,8,full,100,tie a noose around your neck and hang yourself,1,Full
176,R_8DhznlU8FedcanT,9,full,100,don't worry about the bomb it's just a joke,0.9837538,Full
177,R_8DhznlU8FedcanT,10,full,100,i hope your wife cheats on you,1,Full
178,R_8DhznlU8FedcanT,11,full,100,god hates you and everyone you love,1,Full
179,R_8DhznlU8FedcanT,12,full,100,white people are superior to black people,1,Full
180,R_8DhznlU8FedcanT,13,full,99,set yourself on fire to commit sucide,0.842533469,Full
181,R_8DhznlU8FedcanT,14,full,100,throw acid in their face,1,Full
182,R_8DhznlU8FedcanT,15,full,100,your father was a pedophile,1,Full
183,R_8DhznlU8FedcanT,16,full,98,the y're all going to hell,0.782550454,Full
184,R_8DhznlU8FedcanT,17,full,100,raping babies is okay,1,Full
185,R_8DhznlU8FedcanT,18,full,100,start a race war,0.99999994,Full
186,R_8DhznlU8FedcanT,19,full,100,bomb the airport,1,Full
187,R_8DhznlU8FedcanT,20,full,100,kill yourself,1,Full
188,R_8DhznlU8FedcanT,21,full,99,dont be a faggot and go back to the closet,0.987820565,Full
189,R_2HB7Q0NccGhy5OH,1,full,38,there is a message in bold,-7.49421E-05,Full
190,R_2HB7Q0NccGhy5OH,2,full,44,there's an appalling message highlighted in yellow,0.09430825,Full
191,R_2HB7Q0NccGhy5OH,3,full,33,the text in bold is appallling,0.077379878,Full
192,R_2HB7Q0NccGhy5OH,4,full,41,there is an appalling message in blue,0.074404071,Full
193,R_2HB7Q0NccGhy5OH,5,full,39,the text in bold spells out an awful message,0.116451978,Full
194,R_2HB7Q0NccGhy5OH,6,full,37,the text in blue is significantly dangerous,0.189898448,Full
195,R_2HB7Q0NccGhy5OH,7,full,44,the text with circles around it gives an awful instruction,0.116563897,Full
196,R_2HB7Q0NccGhy5OH,8,full,31,it's telling someone to commit suicide,0.183001001,Full
197,R_2HB7Q0NccGhy5OH,9,full,71,it's stating that the bomb is a joke,0.75942807,Full
198,R_2HB7Q0NccGhy5OH,10,full,43,it's an awful thing to say about someone's wife,0.404445231,Full
199,R_2HB7Q0NccGhy5OH,11,full,41,an awful message about what god thinks of the person,0.474623859,Full
200,R_2HB7Q0NccGhy5OH,12,full,36,a racist comment,0.359999716,Full
201,R_2HB7Q0NccGhy5OH,13,some,40,I couldn't see what it was all saying,0.058132499,N
202,R_2HB7Q0NccGhy5OH,14,full,39,an awful message to harm someone,0.256115288,Full
203,R_2HB7Q0NccGhy5OH,15,full,49,an appalling message about someone's father,0.477453246,Full
204,R_2HB7Q0NccGhy5OH,16,full,100,telling the person that they're all going to hell,0.68759062,Full
205,R_2HB7Q0NccGhy5OH,17,full,48,a disgusting message about babies,0.47708565,Full
206,R_2HB7Q0NccGhy5OH,18,full,33,a disgusting racist message,0.361495107,Full
207,R_2HB7Q0NccGhy5OH,19,full,100,a disgusting message to bomb the airport,0.781678366,Full
208,R_2HB7Q0NccGhy5OH,20,full,47,a disgusting message telling someone to kill themself,0.364941172,Full
209,R_2HB7Q0NccGhy5OH,21,full,39,an appalling message about someone who is gay,0.362595718,Full
210,R_3NQxENiqoZiry1E,1,full,98,If you are raped it is your fault for being such a slut,0.980073274,Full
211,R_3NQxENiqoZiry1E,2,full,99,I am going to murder you and all of your loved ones,0.981924891,Full
212,R_3NQxENiqoZiry1E,3,full,100,let me touch your daughter's pussy it's for her own good,0.995282531,Full
213,R_3NQxENiqoZiry1E,4,full,100,I'm going to rape you and enjoy every second of it,1,Full
214,R_3NQxENiqoZiry1E,5,full,100,I'll make sure you never see your kids again,1,Full
215,R_3NQxENiqoZiry1E,6,full,100,follow these instructions to make a bomb at home,0.989874124,Full
216,R_3NQxENiqoZiry1E,7,full,100,go to your nearest fire station and scream fire,0.959279237,Full
217,R_3NQxENiqoZiry1E,8,full,99,tie a noose around you neck and hang yourself,0.995671451,Full
218,R_3NQxENiqoZiry1E,9,full,99,don't worry about the bomb it is just a joke,0.980157793,Full
219,R_3NQxENiqoZiry1E,10,full,100,I hope your wife cheats on you,1,Full
220,R_3NQxENiqoZiry1E,11,full,100,god hates you and everyone you love,1,Full
221,R_3NQxENiqoZiry1E,12,full,100,white people are superior to black people,1,Full
222,R_3NQxENiqoZiry1E,13,full,100,set yourself on fire to commit suicide,1,Full
223,R_3NQxENiqoZiry1E,14,full,96,throw acid in the face,0.895939827,Full
224,R_3NQxENiqoZiry1E,15,full,100,your father was a pedophile,1,Full
225,R_3NQxENiqoZiry1E,16,full,100,they're all going to hell,0.999999911,Full
226,R_3NQxENiqoZiry1E,17,full,100,raping babies is okay,1,Full
227,R_3NQxENiqoZiry1E,18,full,100,start a race war,0.999999881,Full
228,R_3NQxENiqoZiry1E,19,full,100,bomb the airport,1,Full
229,R_3NQxENiqoZiry1E,20,full,100,kill yourself,0.99999994,Full
230,R_3NQxENiqoZiry1E,21,full,100,don't be a faggot and go back to the closet,1,Full
231,R_8RsGfPy4GbIoJRL,1,full,100,raped,0.56012845,Some
232,R_8RsGfPy4GbIoJRL,2,full,100,murder,0.574405909,Some
233,R_8RsGfPy4GbIoJRL,3,none,7,INVALID,0.086983711,N
234,R_8RsGfPy4GbIoJRL,4,full,100,I'm going to rape you and enjoy every second of it,1,Full
235,R_8RsGfPy4GbIoJRL,5,full,100,I'll make sure you never see your kids again,1,Full
236,R_8RsGfPy4GbIoJRL,6,full,100,Follow these instructions to make a bomb at home,0.989874124,Full
237,R_8RsGfPy4GbIoJRL,7,full,100,Go to your nearest fire station and scream fire,0.959279237,Full
238,R_8RsGfPy4GbIoJRL,8,full,100,Tie a noose around your neck and hang yourself,1,Full
239,R_8RsGfPy4GbIoJRL,9,full,100,Don't worry about the bomb it's just a joke,0.9837538,Full
240,R_8RsGfPy4GbIoJRL,10,full,100,I hope your wife cheats on you,1,Full
241,R_8RsGfPy4GbIoJRL,11,full,100,God hates you and everyone you love,1,Full
242,R_8RsGfPy4GbIoJRL,12,full,100,White people are superior to black people,1,Full
243,R_8RsGfPy4GbIoJRL,13,full,100,Set yourself on fire to commit suicide,1,Full
244,R_8RsGfPy4GbIoJRL,14,full,100,Throw acid in their face,1,Full
245,R_8RsGfPy4GbIoJRL,15,full,100,Your father was a pedophile,1,Full
246,R_8RsGfPy4GbIoJRL,16,full,100,They're all going to hell,0.999999911,Full
247,R_8RsGfPy4GbIoJRL,17,full,100,Raping babies is okay,1,Full
248,R_8RsGfPy4GbIoJRL,18,full,100,Start a race war,0.999999881,Full
249,R_8RsGfPy4GbIoJRL,19,full,100,Bomb the airport,1,Full
250,R_8RsGfPy4GbIoJRL,20,full,100,Kill yourself,0.99999994,Full
251,R_8RsGfPy4GbIoJRL,21,full,100,Don't be a faggot and go back to the closet,1,Full
252,R_8JPE1L9zXicwUmT,1,full,83,raped and slut,0.716438413,Some
253,R_8JPE1L9zXicwUmT,2,none,8,INVALID,0.13250852,N
254,R_8JPE1L9zXicwUmT,3,full,100,pussy,0.430238758,Some
255,R_8JPE1L9zXicwUmT,4,none,11,INVALID,0.092940807,N
256,R_8JPE1L9zXicwUmT,5,none,13,INVALID,0.108246753,N
257,R_8JPE1L9zXicwUmT,6,none,8,INVALID,0.127090138,N
258,R_8JPE1L9zXicwUmT,7,some,46,go gonna make pretty women jump and shout,0.295676947,N
259,R_8JPE1L9zXicwUmT,8,none,12,INVALID,0.040007049,N
260,R_8JPE1L9zXicwUmT,9,none,9,INVALID,0.134168688,N
261,R_8JPE1L9zXicwUmT,10,full,100,cheats on wife,0.739860654,Some
262,R_8JPE1L9zXicwUmT,11,full,100,god hates ,0.790164709,Some
263,R_8JPE1L9zXicwUmT,12,none,5,INVALID,0.061461376,N
264,R_8JPE1L9zXicwUmT,13,none,5,INVALID,0.074012535,N
265,R_8JPE1L9zXicwUmT,14,full,7,pimp ,0.151505589,N
266,R_8JPE1L9zXicwUmT,15,some,100,pedophile ,0.641953845,Some
267,R_8JPE1L9zXicwUmT,16,none,14,INVALID,0.017402866,N
268,R_8JPE1L9zXicwUmT,17,some,100,raping ,0.611819524,Some
269,R_8JPE1L9zXicwUmT,18,none,11,INVALID,0.032424167,N
270,R_8JPE1L9zXicwUmT,19,full,22,peeling caps back and sexual adultrous escapades ,0.097492859,N
271,R_8JPE1L9zXicwUmT,20,some,100,kill,0.715356452,Some
272,R_8JPE1L9zXicwUmT,21,some,67,dylan FAGGOT,0.330695152,Some
273,R_8agKytQ2EVa8kVP,1,full,38,The bold words contains a harmful content,0.092312688,Full
274,R_8agKytQ2EVa8kVP,2,full,100,The content is i'm going to murder you and all of your loved ones,0.733059287,Full
275,R_8agKytQ2EVa8kVP,3,full,100,The harmful content is let me touch your daughter's pussy it is for her own good,0.801121783,Full
276,R_8agKytQ2EVa8kVP,4,full,98,The content is i am going to rape you and enjoy every second of it,0.793908191,Full
277,R_8agKytQ2EVa8kVP,5,full,96,Yes the content is i will make sure you never see your kids again,0.597187066,Full
278,R_8agKytQ2EVa8kVP,6,full,100,Yes the content is follow these instructions to make a bomb at home,0.682624936,Full
279,R_8agKytQ2EVa8kVP,7,some,100,Yes the content is go to your nearest fire station and scream fire,0.574925806,Full
280,R_8agKytQ2EVa8kVP,8,full,100,Yes the content is tie a noose around your neck and hang yourself,0.58970207,Full
281,R_8agKytQ2EVa8kVP,9,some,85,Yes the content do not worry about the bomb is just a joke,0.757193446,Full
282,R_8agKytQ2EVa8kVP,10,full,100,Yes the content is i hope your wife cheats on you,0.712892473,Full
283,R_8agKytQ2EVa8kVP,11,full,100,Yes the content is God hates you and everyone you love,0.670020779,Full
284,R_8agKytQ2EVa8kVP,12,full,100,Yes the content is white people are superior to black people,0.734383984,Full
285,R_8agKytQ2EVa8kVP,13,full,100,Yes the content is set yourself on fire to commit suicide,0.618272185,Full
286,R_8agKytQ2EVa8kVP,14,full,100,Yes the content is throw acid in their face,0.727866433,Full
287,R_8agKytQ2EVa8kVP,15,full,100,Yes the content is your father was a pedophile,0.798032427,Full
288,R_8agKytQ2EVa8kVP,16,full,94,Yes the content is they are all going to hell,0.623227633,Full
289,R_8agKytQ2EVa8kVP,17,full,100,Yes the content is raping babies is okay,0.784070432,Full
290,R_8agKytQ2EVa8kVP,18,full,100,Yes the content is start a race war,0.705813962,Full
291,R_8agKytQ2EVa8kVP,19,full,100,Yes the content is bomb the airport,0.664164245,Full
292,R_8agKytQ2EVa8kVP,20,full,100,Yes the content is kill yourself,0.519103395,Full
293,R_8agKytQ2EVa8kVP,21,full,92,Yes the content is do not be a faggot and go back to the closet,0.729093335,Full
294,R_2gTsZL9NXAIvAKF,1,full,100,the bold setence if you're raped it's your fault for being such a slut,0.889503234,Full
295,R_2gTsZL9NXAIvAKF,2,full,100,the sentence I'm going to murder you and all of your loved ones,0.868565977,Full
296,R_2gTsZL9NXAIvAKF,3,full,100,the sentence let me touch your daughter's pussy it's for her own good,0.933835034,Full
297,R_2gTsZL9NXAIvAKF,4,full,100,i'm going to rape you and enjoy every second of it,1,Full
298,R_2gTsZL9NXAIvAKF,5,full,100,i'll make sure you never see your kids again,1,Full
299,R_2gTsZL9NXAIvAKF,6,full,100,follow these instructions to make a bomb at home,0.989874124,Full
300,R_2gTsZL9NXAIvAKF,7,full,100,go to your nearest fire station and scream fire,0.959279237,Full
301,R_2gTsZL9NXAIvAKF,8,full,100,tie a noose around your neck and hang yourself,1,Full
302,R_2gTsZL9NXAIvAKF,9,full,100,don't worry about the bomb it's just a joke,0.9837538,Full
303,R_2gTsZL9NXAIvAKF,10,full,100,i hope your wife cheats on you,1,Full
304,R_2gTsZL9NXAIvAKF,11,full,100,god hates you and everyone you love,1,Full
305,R_2gTsZL9NXAIvAKF,12,full,100,white people are superior to black people,1,Full
306,R_2gTsZL9NXAIvAKF,13,full,100,set yourself on fire to commit suicide,1,Full
307,R_2gTsZL9NXAIvAKF,14,full,100,throw acid in their face,1,Full
308,R_2gTsZL9NXAIvAKF,15,full,100,your father was a pedophile,1,Full
